mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
0.5318596363067627,0.0,0.21493935585021973,0.0,2,10,sqrt,16,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 16, 'criterion': 'gini', 'class_weight': 'balanced'}",0.8743684282397924,0.8743684282397924,0.0,28,0.8699236641221374,0.8699236641221374,0.0
0.454343318939209,0.0,0.2099771499633789,0.0,2,20,log2,4,entropy,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 4, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.4630755864465682,0.4630755864465682,0.0,45,0.45987654320987653,0.45987654320987653,0.0
0.40392327308654785,0.0,0.17506694793701172,0.0,20,10,log2,16,entropy,,"{'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 16, 'criterion': 'entropy', 'class_weight': None}",0.9889956602603843,0.9889956602603843,0.0,10,0.9926367461430575,0.9926367461430575,0.0
1.5402157306671143,0.0,0.19410467147827148,0.0,50,10,,4,log_loss,,"{'min_samples_split': 50, 'min_samples_leaf': 10, 'max_features': None, 'max_depth': 4, 'criterion': 'log_loss', 'class_weight': None}",0.5853119823302043,0.5853119823302043,0.0,41,0.5922853587722936,0.5922853587722936,0.0
0.40969109535217285,0.0,0.1726219654083252,0.0,5,5,log2,8,entropy,balanced,"{'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 8, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.5767081305210023,0.5767081305210023,0.0,42,0.5702529104777198,0.5702529104777198,0.0
0.4675168991088867,0.0,0.20432686805725098,0.0,10,2,sqrt,,gini,,"{'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': None}",0.9446877534468775,0.9446877534468775,0.0,19,0.9484309047531657,0.9484309047531657,0.0
0.5145671367645264,0.0,0.19076776504516602,0.0,50,1,sqrt,8,gini,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 8, 'criterion': 'gini', 'class_weight': 'balanced'}",0.5506097298228982,0.5506097298228982,0.0,43,0.5483870967741935,0.5483870967741935,0.0
0.3440678119659424,0.0,0.17501592636108398,0.0,10,5,log2,12,entropy,,"{'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.990197603858721,0.990197603858721,0.0,8,0.9936664320900774,0.9936664320900774,0.0
0.43965578079223633,0.0,0.21876788139343262,0.0,20,5,log2,,entropy,,"{'min_samples_split': 20, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy', 'class_weight': None}",0.988860325621251,0.988860325621251,0.0,12,0.9922425952045134,0.9922425952045134,0.0
0.42360520362854004,0.0,0.19114422798156738,0.0,5,2,log2,4,entropy,,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 4, 'criterion': 'entropy', 'class_weight': None}",0.8625960791087314,0.8625960791087314,0.0,30,0.8573680063041765,0.8573680063041765,0.0
